Feature_Browser,Device_Gamepads,Header_Connection,Media_CanPlayAudio,Feature_OS,Device_HardwareConcurrency,Header_GlobalPrivacyControl,Media_CanPlayVideo,UserAgent_AppCodeName,Device_Keyboard,Header_Online,Media_TypeSupportedAudio,UserAgent_AppName,Device_MediaDevices,Storage_AppCache,Media_IsTypeSupportedVideo,UserAgent_Product,Device_Pointer,Storage_Notification,Media_Capability,Screen_ColorDepth,Device_Plugins,Storage_Push,Media_Session,Screen_Inner,Device_SpeechEngines,Fonts_Documents,CSS_ColorsCss4,Screen_DPI,Device_VR,Fonts_GlyphOffset,Canvas_ToDataURL,Device_AnyHover,Header_Beacon,Fonts_Proportional,CSS_ColorsSystem,MISC_NavigatorKeys,MISC_PerfNavigation,Canvas_ToBlob,Canvas_GetImageData,Language,Timezone,Geolocation,Audio,Datetime,Elements_Height,Elements_Keys,Canvas_PointInPath,Canvas_IsPointInStroke,DomRect_ElementBoundingClientRect,DomRect_ElementGetClientRects,DomRect_GetClientRects
Chrome,0,close,probably,iOS 16,6,1,probably,Mozilla,present,true,audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,coarse,granted,full,32,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,2160x1440,Microsoft Mark; Karen,AR PL UMing CN; Bookman; Cantarell; DejaVu Sans; Fira Code; Helvetica; Impact; Lucida Console; Monaco; Noto Sans; Ubuntu; Verdana,#ba1d6d,100,not supported,-0.3353,cfad1783071d718d12114e788b645dc3638f5585,hover,present,AR PL UMing CN; AR PL UMing HK; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Lucida Console; Lucida Sans; Monaco; Palatino; Roboto; Source Code Pro; Times New Roman; Trebuchet MS; Ubuntu,#63e2ea,59,0,d98e36d96f76ee47ebf30c24ed48c6efbf59a9ea,f09444c15bcc8eebd0438e52623c262ae0640c4c,ja-JP,60,denied,837d9be66c93ce5c0c562ecb82f1df615ee1e047,2022-07-25 13:00,887,49,true,true,1.1364,1.0767,1.0612
Chrome,0,keep-alive,probably,Android 12,4,0,maybe,Mozilla,present,true,audio/webm,Netscape,present,absent,probably,Gecko,coarse,default,partial,24,PDF Viewer,default,yes,1920x1080,Moira; eSpeak; Google US English; Festival; Fiona,Abyssinica SIL; Arial; Bookman; Cantarell; DejaVu Sans; Droid Sans; Fira Code; Geneva; Georgia; Helvetica; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Open Sans; Palatino; Roboto; Source Code Pro; Trebuchet MS,#e32486,144,not supported,-1.2856,82f08b5151cb6f6cb671ed3dea20dbebb942ebf5,hover,absent,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu,#6f765c,60,0,8e1f6d1d0e0ec6b1387f2e269cc091d8e5247277,95968125cfa19e7d0b12cdf3cae2fc0004829e5f,fr-FR,0,granted,ddc9fc5255f2552751684e8fc09bc53c18f15b4a,2022-09-19 00:00,660,25,true,true,1.3525,1.3204,1.4466
Chrome,0,keep-alive,probably,iOS 16,4,0,probably,Mozilla,absent,true,audio/mp4,Netscape,present,present,probably,Gecko,fine,default,full,32,PDF Viewer,default,yes,1600x900,Fiona; Google UK English Female,AR PL UMing HK; Abyssinica SIL; Arial; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Helvetica; Lucida Console; Lucida Sans; Noto Sans; Noto Serif; Times New Roman; Trebuchet MS; Ubuntu,#9b49f5,144,not supported,0.9649,1bee19efd5cb517fe121ecc725e69de1a298287a,hover,present,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Fira Code; Helvetica; Impact; Lucida Sans; Monaco; Open Sans; Source Code Pro; Trebuchet MS,#044e16,50,2,5a369b3d8979a7686495da3a867742c057be4455,7d2a7b88cf6f337e39d283b5b91bb57c55dad246,pt-BR,630,granted,b34346ec261f74c7cfdf621e1c1d5518b321c0de,2022-01-04 12:00,682,30,false,false,0.6411,0.6184,0.701
Chrome,1,keep-alive,maybe,Windows 10,8,1,probably,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,present,probably,Gecko,fine,default,full,32,PDF Viewer; Chrome PDF Viewer,default,yes,1280x800,Moira; Microsoft Zira; Microsoft Mark,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Bookman; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Georgia; Helvetica; Impact; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#5a6601,72,not supported,0.0675,71e1890d8d7ea8e69ad7e3cf6374f0f4b9dcf58e,hover,present,AR PL UMing HK; Abyssinica SIL; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Helvetica; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Serif; Roboto; Source Code Pro; Trebuchet MS; Ubuntu,#c50b41,57,0,16a35af6a1e392afb498f11f5a29f325812bfba4,0e6629061db11a6c7f0875cd55857c566c8bc248,es-ES,0,prompt,1273538bd622200263d7c0dd50888fa1e83ae9b1,2022-07-25 23:00,744,32,true,false,1.4493,1.5575,1.3887
Chrome,0,keep-alive,probably,Android 12,6,0,probably,Mozilla,absent,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,fine,default,full,30,PDF Viewer; Chrome PDF Viewer,default,yes,1366x768,Google US English; eSpeak; espeak-ng; Moira,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Fira Code; Garamond; Geneva; Georgia; Impact; Liberation Mono; Lucida Console; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS,#0a1cad,96,not supported,0.7407,dada7aa60c3ae4c87fe61f7a8017837a33361c84,hover,present,Geneva; Helvetica; Lucida Console; Lucida Sans; Monaco; Palatino; Roboto; Tahoma,#7f0190,40,0,6b6830e14033a4de641d5c605e6e470573bb0b4a,af7be4ced267f9aa32d0e51bb512250f7407a18e,en-GB,-300,prompt,411eeec3dae0aaf6a12abbfe443e5b2d90aa5981,2022-10-06 04:00,602,32,true,true,1.5306,1.6288,1.5706
Chrome,0,keep-alive,,macOS 13,4,0,,Mozilla,present,true,audio/webm,Netscape,present,absent,probably,Gecko,fine,granted,full,32,PDF Viewer; Chrome PDF Viewer,denied,yes,1366x768,eSpeak; Victoria,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Comic Sans MS; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Helvetica; Impact; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Tahoma; Verdana,#4858fa,120,not supported,-1.3122,344c56bc4da9104e50b106482c922cca08e16978,hover,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Tahoma; Ubuntu,#ab856c,60,0,c33394e9cc42c18646120e958238929b86f2893c,0f8f40f81979098d47b8a99321071ee60133c290,en-US,180,granted,72b6ded92540102ac9475dbdc689666af42a1b6d,2022-01-30 22:00,709,25,false,true,0.6856,0.6631,0.647
Chrome,0,close,probably,macOS 12,4,0,probably,Mozilla,absent,true,audio/mp4; audio/ogg,Netscape,present,absent,maybe,Gecko,none,default,partial,30,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,1920x1080,espeak-ng; Fiona; Microsoft Zira; eSpeak; Microsoft Mark; Google UK English Male,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Comic Sans MS; DejaVu Sans; Droid Sans; Fira Code; Garamond; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu,#8cbc1e,192,not supported,1.3824,a4c648497d15417872ce509182abf3f2c3c302f3,hover,absent,Abyssinica SIL; Cantarell; DejaVu Sans; Georgia; Lucida Console; Lucida Sans; Monaco; Noto Serif; Open Sans; Palatino,#b0632e,57,0,9e4888699a4a8abecfed203e84e1fb6af03a329e,8220436e88f3adc47a769e9b117046413455e5b7,de-DE,660,denied,3b0fd96c4a5190558ca645063618fb5210098d50,2022-02-02 05:00,973,30,true,true,1.5765,1.6386,1.5217
Edge,0,keep-alive,probably,macOS 13,4,0,probably,Mozilla,absent,true,audio/mp4,Netscape,present,absent,probably,Gecko,fine,denied,partial,24,PDF Viewer; Chrome PDF Viewer,denied,yes,1600x900,espeak-ng; Festival,Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Fira Code; Geneva; Georgia; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Trebuchet MS; Ubuntu; Verdana,#3e758b,120,not supported,-1.6085,faaac077c6157569c760919854092429dbea21a3,hover,present,AR PL UMing CN; Bookman; Courier New; DejaVu Sans; Fira Code; Garamond; Georgia; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Trebuchet MS; Ubuntu,#0c2b7c,58,1,aaa6560e83f8b3025b69eb2d8b1e93ce121ea372,31294c7cd670e9ae4cf882d6ccfc5b8439c729e3,de-DE,120,granted,e0b228a01685f4cdbe1dce5688d3ed8e569d5bd0,2023-08-11 02:00,869,25,false,true,0.849,0.831,0.7821
Firefox,0,keep-alive,probably,macOS 13,4,1,,Mozilla,present,true,audio/webm,Netscape,present,absent,probably,Gecko,coarse,default,none,32,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,granted,yes,1366x768,Moira; Microsoft Mark; Alex; Samantha,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Bookman; Courier New; DejaVu Sans; Garamond; Geneva; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Trebuchet MS; Verdana,#e73264,120,not supported,-1.7923,db81c9881fcd868009372c6ab2fa0b3e0b38f42a,hover,present,Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; Fira Code; Georgia; Liberation Mono; Lucida Sans; Monaco; Noto Serif; Open Sans; Palatino; Times New Roman; Verdana,#5f8d44,46,1,ae54161f86530a30893250964e4d49fa0ddf8756,e0a6d76a4a956bb5658891ff8dc08906e94b1885,fr-FR,420,granted,cd79584e63c9ffd260fa74f8c059298ba5002b7d,2023-03-20 02:00,665,20,true,false,2.2557,2.2327,2.2782
Safari,0,upgrade,,Windows 10,4,0,,Mozilla,present,true,audio/ogg; audio/webm,Netscape,absent,present,probably,Gecko,none,denied,full,24,Shockwave Flash; PDF Viewer,granted,no,1600x900,eSpeak; Microsoft Mark; Fiona; Festival; Samantha,Abyssinica SIL; Cantarell; Courier New; Fira Code; Garamond; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Roboto; Source Code Pro; Trebuchet MS; Verdana,#1ae8db,96,not supported,-0.3861,32d90324ed2459ac9786c1881636b050c635fb98,hover,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Comic Sans MS; Courier New; Droid Sans; Garamond; Geneva; Georgia; Impact; Lucida Console; Lucida Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Ubuntu; Verdana,#879756,56,1,6cb013fd1f3cf91b6484e2853d9be5b43592a578,2eb8b0822eaf60666dfc6b3bfd5638117db88e60,en-US,180,prompt,140593e9455332da4cc0053e3bc1522d257d055e,2022-01-10 01:00,589,28,true,true,1.2291,1.2395,1.1185
Edge,0,close,maybe,macOS 13,6,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,fine,default,full,24,PDF Viewer,granted,yes,1920x1080,Samantha; Google US English; Google UK English Female,AR PL UMing CN; Arial; Bookman; DejaVu Sans; Fira Code; Geneva; Helvetica; Liberation Mono; Noto Sans; Tahoma; Ubuntu; Verdana,#6232ff,120,not supported,-1.0716,9b5dba58608d4d15ebd3c004479b9f32846d447b,hover,present,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Noto Sans; Noto Serif; Palatino; Roboto; Tahoma; Trebuchet MS; Verdana,#51be26,45,2,32868b6476e4671466e03aa37d988ace44c21ef0,c9431e2262418cdfc47c7dadecc87d2cbd336df2,en-US,240,prompt,3e52da7c68fb42a4371f05c66814f9f1776f068b,2023-04-03 16:00,847,47,true,false,2.2992,2.4241,2.2125
Safari,0,keep-alive,probably,Android 12,8,0,probably,Mozilla,absent,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,granted,full,24,Shockwave Flash; PDF Viewer,granted,yes,1366x768,Google US English; espeak-ng; Samantha; eSpeak; Google UK English Male,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Courier New; DejaVu Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Tahoma; Trebuchet MS; Ubuntu; Verdana,#592d33,96,not supported,-1.1694,579a0f148231fd09202cdd91efd36a42878f0997,none,absent,Abyssinica SIL; Aharoni CLM; Arial; Cantarell; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Trebuchet MS; Ubuntu; Verdana,#125c5d,53,2,cf5740c280083d2bf65c8f5000e42133c75d9754,44648326a4d16339fc782ee436c252378f39c0af,ja-JP,330,granted,e6d5b1bebd3a553c1dcd5d4911811670b74fefaf,2023-05-12 00:00,840,49,true,true,1.6537,1.6782,1.55
Firefox,0,keep-alive,probably,Windows 10,16,0,probably,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,absent,maybe,Gecko,fine,default,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,no,2560x1080,espeak-ng; Google UK English Female; Microsoft Mark,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Garamond; Geneva; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Ubuntu,#7817b0,96,not supported,0.4608,deb8318e49e79828fe4165e98e3d2a9a947589d0,hover,present,Abyssinica SIL; Bookman; Comic Sans MS; Courier New; DejaVu Sans; Fira Code; Garamond; Geneva; Georgia; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Trebuchet MS; Ubuntu; Verdana,#f07dd8,43,0,433723786c3254332b2fd7726724b8fac21d53be,c4b0501a09cbb7d9acacd45f6e0c7b2716814521,zh-CN,345,granted,25c74bf5d2b8727353abd41458a1c89d948cbb04,2023-07-20 21:00,943,49,false,false,0.7076,0.8167,0.6677
Chrome,0,keep-alive,maybe,Windows 11,8,0,,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,absent,probably,Gecko,fine,denied,full,32,,granted,yes,1280x960,Google UK English Female; Fiona; Google US English; Google UK English Male; Victoria; Festival,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Comic Sans MS; Courier New; DejaVu Sans; Garamond; Geneva; Georgia; Impact; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#79a273,144,not supported,-1.0636,501455dccf2af03afe0f2373ce01eacfed39241b,hover,present,AR PL UMing HK; Abyssinica SIL; Cantarell; Comic Sans MS; Courier New; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Liberation Mono; Open Sans; Source Code Pro; Times New Roman; Verdana,#ee3038,56,2,9908338fe62c1d609aa15f5cb982212a993ccf2b,70a49e4358dc32ce372d0bfff6f694c4f5e859cf,nl-NL,240,prompt,ade25a6f8498241517510cb0f010c299a25343df,2022-03-20 20:00,652,25,false,false,1.285,1.2741,1.3379
Chrome,0,close,probably,Windows 10,12,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,coarse,default,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,1920x1080,Festival; Google UK English Male,Abyssinica SIL; Cantarell; Courier New; Droid Sans; Fira Code; Garamond; Georgia; Helvetica; Liberation Mono; Lucida Sans; Monaco; Noto Serif; Palatino; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu,#78794f,96,not supported,-0.0286,5f400f368d0b3a38907aa1411d64ef1ed654348b,none,present,Abyssinica SIL; Bookman; Courier New; Georgia; Helvetica; Impact; Liberation Mono; Palatino; Roboto; Source Code Pro,#8fc560,41,0,95376707774a00a0f6907140974bfb1a1ab193c2,1e47d8b9491e32022f09239e7eb7e46984b902ba,fr-FR,420,prompt,87c3596a8db014bb6e09c2d1d8871d74047db755,2022-10-30 17:00,950,27,false,false,2.1978,2.2152,2.1501
Chrome,0,close,maybe,macOS 12,32,1,probably,Mozilla,present,true,audio/webm,Netscape,present,absent,maybe,Gecko,none,default,partial,30,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,denied,yes,1920x1200,Google UK English Female; eSpeak; Victoria; Microsoft Mark; Fiona,AR PL UMing CN; AR PL UMing HK; Aharoni CLM; Arial; Bookman; Cantarell; Courier New; Droid Sans; Fira Code; Geneva; Georgia; Helvetica; Liberation Mono; Lucida Console; Monaco; Noto Sans; Open Sans; Roboto; Source Code Pro; Times New Roman; Ubuntu; Verdana,#03b588,96,not supported,1.4375,6e28e5be6fa2cf4e1fb57363571db6782678bb62,hover,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Lucida Sans; Monaco; Noto Sans; Noto Serif; Source Code Pro; Tahoma; Times New Roman,#b484e3,48,0,7327fb1f7cc193fbc08e815d5b906fa081891edd,f37009fe97af9805e116f82dd2f279f88cc88b56,ja-JP,120,denied,b4304d826ca10c85d46ef15d582f941134a5cf38,2023-09-09 05:00,784,32,true,false,0.9876,1.0351,0.9488
Chrome,0,keep-alive,,Ubuntu 22.04,8,0,probably,Mozilla,present,true,audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,fine,granted,full,24,PDF Viewer,default,no,1280x800,Moira; Samantha; Victoria; Festival; Google UK English Female; espeak-ng,AR PL UMing CN; AR PL UMing HK; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; DejaVu Sans; Fira Code; Garamond; Geneva; Helvetica; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Serif; Open Sans; Palatino; Source Code Pro; Tahoma; Times New Roman; Verdana,#dfa0f4,160,not supported,0.8192,bc82eadafb485ee31a3e8d764b38631b5494f0d5,hover,present,Aharoni CLM; Arial; Bookman; Cantarell; Lucida Sans; Noto Sans; Tahoma; Ubuntu,#528c93,50,0,0432e17d1e2f4988a93e01366186f74b9ba453f2,6fd6b5f79510526cd2dea429f1f47021803cfd47,es-ES,-120,granted,9c3becbc84e23bebfe2ee2f07bf803657e6d1a4a,2023-11-06 00:00,714,48,false,true,1.1185,1.2093,1.2488
Chrome,0,keep-alive,maybe,Windows 10,8,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,denied,none,32,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,2560x1080,Festival; Samantha; Google UK English Female,Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; DejaVu Sans; Droid Sans; Garamond; Georgia; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Times New Roman; Trebuchet MS,#28d10b,120,not supported,1.1549,06dffe327c18f8f010e2dc7f927f6233fab3be8a,hover,present,Aharoni CLM; Cantarell; DejaVu Sans; Droid Sans; Fira Code; Geneva; Lucida Console; Noto Serif; Open Sans; Tahoma; Times New Roman; Ubuntu,#5c57b8,58,0,4961fcb0f34e0957d640279833b864f4497b4d4b,2a75383db79042580af58c9ec9ad5d1f06380706,zh-CN,480,prompt,f8f1377b161723b914b9dc2cff2afc8efde0eb2c,2022-05-25 11:00,588,45,false,true,2.1748,2.2231,2.2372
Chrome,0,keep-alive,probably,Android 12,8,1,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,coarse,denied,full,32,,denied,yes,1440x900,espeak-ng; Victoria; eSpeak; Microsoft David; Samantha,AR PL UMing HK; Abyssinica SIL; Bookman; Cantarell; Comic Sans MS; Courier New; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Monaco; Noto Sans; Open Sans; Times New Roman; Trebuchet MS; Verdana,#f2d6fc,144,not supported,1.8264,ef8de4276890e42d40078ed179e06c6a1fb1682c,hover,absent,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Cantarell; Courier New; Droid Sans; Garamond; Geneva; Georgia; Impact; Liberation Mono; Lucida Sans; Monaco; Open Sans; Tahoma; Times New Roman; Ubuntu,#7d6a59,56,0,91509439dee5613e3ab210f41883b30910b0903e,bda03400d554512e82d2d671c7e1f98ee3ac28b6,ko-KR,60,prompt,e1b057668960f87fa5aa703c94c568057656fd1a,2022-03-12 17:00,797,44,true,true,0.6456,0.8302,0.7225
Chrome,0,close,maybe,Windows 10,8,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,granted,none,24,PDF Viewer,default,yes,1920x1080,Victoria,Arial; Droid Sans; Garamond; Georgia; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Serif; Tahoma; Verdana,#6de568,192,not supported,-1.87,9d9b110a321d1db2d542acc618b8df441b461fce,hover,absent,AR PL UMing CN; AR PL UMing HK; Aharoni CLM; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Geneva; Georgia; Impact; Lucida Console; Lucida Sans; Monaco; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#a457db,51,0,ac0e145147609c2a831bc40f7eed0c3cae1020f4,ea14ed7a1efacde9b8f1b745e49bb7eb07b8b649,en-US,630,prompt,81b0817056f35eed31d1bb3a0ad8f3a858ad9401,2022-03-08 22:00,898,22,false,true,1.4436,1.4476,1.463
Chrome,0,keep-alive,maybe,iOS 16,8,0,probably,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,present,probably,Gecko,fine,denied,full,24,,denied,yes,2560x1440,Microsoft Mark; Samantha; Google UK English Female,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Bookman; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman,#1f9d44,144,not supported,0.5848,0083a4bf2d84673dd504a1df65bd7e9d41ac836d,hover,present,Aharoni CLM; Arial; Bookman; DejaVu Sans; Fira Code; Garamond; Impact; Lucida Console; Noto Sans; Open Sans; Palatino; Source Code Pro; Tahoma; Times New Roman,#f203f6,31,0,498c4d18fd8c1f163fdc661603a7edd31729eaad,ecc90fff83415fc206f4cdce0449721b33a2f8f7,es-ES,-300,denied,68c15ae2dafb6b41541c43198696a16695ea03f4,2023-07-29 05:00,718,24,true,true,1.4661,1.5728,1.4659
Chrome,0,keep-alive,probably,macOS 12,32,0,,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,present,probably,Gecko,fine,default,full,24,,default,yes,1440x900,espeak-ng; Microsoft Zira; Samantha; Microsoft David; Victoria,Arial; Comic Sans MS; DejaVu Sans; Helvetica; Liberation Mono; Lucida Console; Monaco; Noto Serif; Tahoma; Times New Roman,#158213,216,not supported,-1.8159,91714792dbcbcc42c7f4577484db60666b45fe47,hover,present,AR PL UMing CN; AR PL UMing HK; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Garamond; Georgia; Impact; Liberation Mono; Lucida Console; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Tahoma; Times New Roman; Ubuntu,#42771c,41,0,b12e20b7f68377c3730fca9b3949a66b80cf9dad,9d5f1adfe83a569ad627d3dd4acb554fcd4801bb,fr-FR,60,prompt,e85ed88cba4df1763ee4b37b6df0e930861ee026,2023-06-18 15:00,885,49,false,false,0.5602,0.6019,0.6653
Chrome,0,keep-alive,,Windows 11,4,0,probably,Mozilla,absent,true,audio/mp4; audio/ogg; audio/webm,Netscape,absent,absent,probably,Gecko,fine,default,partial,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,denied,yes,2560x1600,Google UK English Male; Festival; eSpeak; espeak-ng,AR PL UMing HK; Aharoni CLM; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Garamond; Helvetica; Lucida Console; Lucida Sans; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#67ef53,144,not supported,0.7271,64ecf5edf9d9671ac8dc94cd117816a824024e16,hover,present,AR PL UMing CN; AR PL UMing HK; Aharoni CLM; Arial; Cantarell; Courier New; DejaVu Sans; Droid Sans; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Sans; Open Sans; Palatino; Roboto; Trebuchet MS; Ubuntu; Verdana,#f5952b,37,0,c9243b9e9b8cf7eb5a04d57615fe25b0aa14c253,1607b02323e5fd10cae1d780b3ef5f2ca85002d5,en-US,-300,prompt,7b2af385333dcc9ea41ee4d756ed045716a67041,2022-08-14 18:00,830,44,false,false,2.1482,2.1464,2.1113
